Publisher,Time,Author,Title,ID
DK Eyewitness Travel,9/19/17,DK Travel,DK Eyewitness Travel Guide Ireland,1035
Random House,12/18/06,Ben Rhodes,The World as It Is: A Memoir of the Obama White House,1036
Beacon Press; Gift edition,10/28/14,Viktor E. Frankl,"Man's Search for Meaning, Gift Edition",1037
City Lights Publishers,1/23/18,Roxanne Dunbar-Ortiz,Loaded: A Disarming History of the Second Amendment (City Lights Open Media),1038
Simon &amp; Schuster; 1/14/10 edition,2/16/10,Will Durant,The Lessons of History,1039
Simon &amp; Schuster; Reprint edition,5/26/15,Michael Waldman,The Second Amendment: A Biography,1040
Bottom of the Hill Publishing; 1St Edition edition,2010/9/1,Miyamoto Musashi,The Book of Five Rings,1041
Random House,06/18/03,Julia Pierpont,The Little Book of Feminist Saints,1042
"Farrar, Straus and Giroux; Later Printing edition",4/24/12,Anne Fadiman,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures (FSG Classics)",1043
Sarah Crichton Books; 1st edition,2008/8/5,Ishmael Beah,A Long Way Gone: Memoirs of a Boy Soldier,1044
Harry N. Abrams; 8.11.2013 edition,10/15/13,Graydon Carter,Vanity Fair 100 Years: From the Jazz Age to Our Age,1045
Anchor; Reprint edition,1/24/17,Jane Mayer,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,1046
Touchstone; Not for Online ed. edition,9/26/17,Denise Kiernan,"The Last Castle: The Epic Story of Love, Loss, and American Royalty in the Nation_�s Largest Home",1047
Harper Perennial; Revised edition,2/28/17,Christopher R. Browning,Ordinary Men: Reserve Police Battalion 101 and the Final Solution in Poland,1048
Viking; Later Printing edition,6/13/17,Nancy MacLean,Democracy in Chains: The Deep History of the Radical Right's Stealth Plan for America,1049
Touchstone; Revised edition,10/16/07,James W. Loewen,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,1050
Simon &amp; Schuster,2/27/18,Mark Weinberg,Movie Nights with the Reagans: A Memoir,1051
Pocket Books; Media Tie-In edition,12/19/17,Doug Stanton,12 Strong: The Declassified True Story of the Horse Soldiers,1052
Simon &amp; Schuster,9/26/06,Doris Kearns Goodwin,Team of Rivals: The Political Genius of Abraham Lincoln,1053
Dey Street Books; 1st Edition edition,9/26/17,Jason Fagone,"The Woman Who Smashed Codes: A True Story of Love, Spies, and the Unlikely Heroine Who Outwitted America's Enemies",1054
Random House,08/18/05,Jon Meacham,The Soul of America: The Battle for Our Better Angels,1055
Picador; 2 edition,2008/3/4,Tom Wolfe,The Right Stuff,1056
Simon &amp; Schuster; Reprint edition,5/13/08,Walter Isaacson,Einstein: His Life and Universe,1057
"Windsor Golden Series; Reprint, Subsequent edition",,Rudolph R Windsor,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,1058
The Penguin Press,4/26/04,Ron Chernow,Alexander Hamilton,1059
Scribner; Reprint edition,2011/8/9,Siddhartha Mukherjee,The Emperor of All Maladies: A Biography of Cancer,1060
Penguin Press,03/18/04,John Lewis Gaddis,On Grand Strategy,1061
The Crossroad Publishing Company; 2011 Printing edition,2001/9/1,Richard Rohr,The Enneagram: A Christian Perspective,1062
Vintage; Reprint edition,07/17/03,Peter Frankopan,The Silk Roads: A New History of the World,1063
Hachette Books,2/27/18,Amy Bass,"One Goal: A Coach, a Team, and the Game That Brought a Divided Town Together",1064
Vintage,2/24/98,Katharine Graham,Personal History,1065
Algonquin Books; 1st edition,3/19/13,Amy Stewart,The Drunken Botanist,1066
Black Irish Entertainment LLC,6/13/14,Patrick Van Horne,Left of Bang: How the Marine Corps' Combat Hunter Program Can Save Your Life,1067
Liveright; 1 edition,,Mary Beard,Women & Power: A Manifesto,1068
Bloomsbury Publishing,3/27/18,Amy Siskind,The List: A Week-by-Week Reckoning of Trump_�s First Year,1069
FaithWords,02/18/01,Troy Anderson,"Trumpocalypse: The End-Times President, a Battle Against the Globalist Elite, and the Countdown to Armageddon (Babylon Code)",1070
Center Street; 2nd edition,05/17/12,David N. Bossie,Let Trump Be Trump: The Inside Story of His Rise to the Presidency,1071
Random House; First Edition edition,05/17/09,Kurt Andersen,Fantasyland: How America Went Haywire: A 500-Year History,1072
Beacon Press; Reprint edition,11/15/08,Roxanne Dunbar-Ortiz,An Indigenous Peoples' History of the United States (ReVisioning American History),1073
Dey Street Books; First Ed edition,12/17/09,Katy Tur,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,1074
Liveright; 1 edition,06/16/09,Mary Beard,SPQR: A History of Ancient Rome,1075
Penguin Workshop; Original edition,2011/7/7,Janet B. Pascal,Who Was Dr. Seuss?,1076
Scribner; First Edition edition,4/25/17,Robert O'Neill,The Operator: Firing the Shots that Killed Osama bin Laden and My Years as a SEAL Team Warrior,1077
Knopf,,Charles C. Mann,The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,1078
Vintage Books; Reprint edition,6/28/99,John Berendt,Midnight in the Garden of Good and Evil: A Savannah Story,1079
St. Martin's Press; 1st edition,10/15/13,Brandon Stanton,Humans of New York,1080
W. W. Norton &amp; Company; 5 edition,,Eric Foner,Give Me Liberty!: An American History (Seagull Fifth Edition)  (Vol. 2),1081
Scribner; Reprint edition,11/16/10,Tim Marshall,Prisoners of Geography: Ten Maps That Explain Everything About the World,1082
"Scientific American / Farrar, Straus and Giroux; 1 edition",10/17/17,Lindsey Fitzharris,The Butchering Art: Joseph Lister's Quest to Transform the Grisly World of Victorian Medicine,1083
Liveright; 1 edition,2/13/18,Ulrich Raulff,Farewell to the Horse: A Cultural History,1084
Princeton Review; 16 edition,,Princeton Review,"Cracking the SAT Subject Test in Biology E/M, 16th Edition: Everything You Need to Help Score a Perfect 800 (College Test Preparation)",1085
Presidio Press; 1st edition,2007/5/1,E. B. Sledge,With the Old Breed: At Peleliu and Okinawa,1086
Portfolio,06/18/03,Claire L. Evans,Broad Band: The Untold Story of the Women Who Made the Internet,1087
Bloomsbury USA,05/17/12,Daniel Ellsberg,The Doomsday Machine: Confessions of a Nuclear War Planner,1088
Bloomsbury Continuum,6/20/17,Douglas Murray,"The Strange Death of Europe: Immigration, Identity, Islam",1089
DK Eyewitness Travel; Fol Lam Pa edition,11/21/17,DK Travel,DK Eyewitness Travel Guide London,1090
Basic Books; First Edition edition,10/17/17,Victor Davis Hanson,The Second World Wars: How the First Global Conflict Was Fought and Won,1091
Crown; 1st edition,2012/5/1,Erik Larson,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",1092
Bantam; Reprint edition,05/13/11,William Manchester,"The Last Lion: Winston Spencer Churchill: Defender of the Realm, 1940-1965",1093
Random House Trade Paperbacks; Reprint edition,03/17/10,Julia Baird,Victoria: The Queen: An Intimate Biography of the Woman Who Ruled an Empire,1094
Yale University Press; (3rd) edition,2001/9/1,John Lukacs,Five Days in London: May 1940,1095
Workman Publishing Company; 1 edition,10/17/17,Lydia Kang,Quackery: A Brief History of the Worst Ways to Cure Everything,1096
St. Martin's Press,2/20/18,Susan Ronald,"A Dangerous Woman: American Beauty, Noted Philanthropist, Nazi Collaborator--The Life of Florence Gould",1097
Steerforth; Updated edition,6/29/16,Charles Brandt,"""I Heard You Paint Houses"", Updated Edition: Frank ""The Irishman"" Sheeran & Closing the Case on Jimmy Hoffa",1098
Princeton University Press,1/24/17,Walter Scheidel,The Great Leveler: Violence and the History of Inequality from the Stone Age to the Twenty-First Century (The Princeton Economic History of the Western World),1099
Broadway Books; 1st edition,2006/10/10,Candice Millard,The River of Doubt: Theodore Roosevelt's Darkest Journey,1100
Atlantic Monthly Press; First Edition edition,06/17/06,Mark Bowden,Hue 1968: A Turning Point of the American War in Vietnam,1101
"National Center for Constitutional Studies; Second Edition, 2015 Printing edition",2005/1/1,Delegates of the Constitutional Convention,The Constitution of the United States,1102
Vintage Books; 1st edition,2006/10/10,Charles C. Mann,1491: New Revelations of the Americas Before Columbus,1103
Vintage; 2nd edition,5/12/98,Hunter S. Thompson,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,1104
HarperOne; 1st edition,5/26/09,James M. Robinson,The Nag Hammadi Scriptures: The Revised and Updated Translation of Sacred Gnostic Texts Complete in One Volume,1105
Penguin Books; Reprint edition,12/14/07,Robert Greene,The 33 Strategies of War (Joost Elffers Books),1106
Simon &amp; Schuster,10/15/78,David McCullough,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",1107
Houghton Mifflin Harcourt; 1 edition,,A. J. Baime,The Accidental President: Harry S. Truman and the Four Months That Changed the World,1108
Amistad,1/30/18,Shomari Wills,Black Fortunes: The Story of the First Six African Americans Who Escaped Slavery and Became Millionaires,1109
The MIT Press,12/17/05,Vaclav Smil,Energy and Civilization: A History (MIT Press),1110
Simon &amp; Schuster,3/20/18,William I Hitchcock,The Age of Eisenhower: America and the World in the 1950s,1111
Harper,05/17/12,Paul Kix,The Saboteur: The Aristocrat Who Became France's Most Daring Anti-Nazi Commando,1112
Riverhead Books; First Edition edition,03/17/10,Masha Gessen,The Future Is History: How Totalitarianism Reclaimed Russia,1113
Sentinel; Reprint edition,10/18/16,Brian Kilmeade,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,1114
Prentice Hall Press; 2 edition,,Steve Nison,"Japanese Candlestick Charting Techniques, Second Edition",1115
"DK Eyewitness Travel; Reprint, Revised edition",11/21/17,DK Travel,DK Eyewitness Travel Guide Paris,1116
W. W. Norton &amp; Company; 5 edition,,Eric Foner,Give Me Liberty!: An American History (Seagull Fifth Edition)  (Vol. 1),1117
Simon &amp; Schuster; Reprint edition,02/18/01,Amy Goldstein,Janesville: An American Story,1118
Viking,9/19/17,Dan Jones,The Templars: The Rise and Spectacular Fall of God's Holy Warriors,1119
The Well-Trained Mind Press; 2 edition,4/17/06,Susan Wise Bauer,"The Story of the World: History for the Classical Child: Volume 1: Ancient Times: From the Earliest Nomads to the Last Roman Emperor, Revised Edition",1120
Spiegel &amp; Grau; Reprint edition,,Barbara Demick,Nothing to Envy: Ordinary Lives in North Korea,1121
W. W. Norton &amp; Company; 1 edition,02/18/01,Alexander Langlands,Cræft: An Inquiry Into the Origins and True Meaning of Traditional Crafts,1122
Penguin Press,10/31/17,Stephen Kotkin,"Stalin: Waiting for Hitler, 1929-1941",1123
Zondervan; Updated edition,2/20/18,William C. Martin,A Prophet with Honor: The Billy Graham Story,1124
"Farrar, Straus and Giroux; Reissue edition",10/28/08,Joan Didion,Slouching Towards Bethlehem: Essays (FSG Classics),1125
HarperOne; 1St Edition edition edition,5/26/09,Dietrich Bonhoeffer,Life Together: The Classic Exploration of Christian in Community,1126
Princeton Review,01/17/08,Princeton Review,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",1127
"Little, Brown and Company; Limited edition",07/17/11,Pete Souza,"Obama: An Intimate Portrait, Deluxe Limited Edition",1128
Dial Books,06/16/09,Brad Meltzer,I am George Washington (Ordinary People Change the World),1129
Dey Street Books,1/23/18,William C. Rempel,The Gambler: How Penniless Dropout Kirk Kerkorian Became the Greatest Deal Maker in Capitalist History,1130
Alfred A. Knopf; 1st edition,2009/9/8,Dayton Duncan,The National Parks: America's Best Idea,1131
Bloomsbury USA; Reprint edition,05/17/09,Carol Anderson,White Rage: The Unspoken Truth of Our Racial Divide,1132
Scribner,2011/5/10,S. C. Gwynne,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",1133
Vintage; Media Tie In edition,07/17/02,James Baldwin,I Am Not Your Negro,1134
Research &amp; Education Association; 4 edition,,Larry Krieger,"AP® U.S. History Crash Course, 4th Ed.,  Book + Online (Advanced Placement (AP) Crash Course)",1135
Crown Archetype,10/17/17,Robert Lacey,"The Crown: The Official Companion, Volume 1: Elizabeth II, Winston Churchill, and the Making of a Young Queen (1947-1955)",1136
Crown Forum,4/24/18,Jonah Goldberg,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics is Destroying American Democracy",1137
Three Rivers Press; Reissue edition,4/2/96,Graham Hancock,Fingerprints of the Gods,1138
Dover Publications,7/23/14,Alexander Hamilton,The Federalist Papers (Dover Thrift Editions),1139
Atheneum/Richard Jackson Books; First Edition edition,03/13/09,Brian Floca,Locomotive (Caldecott Medal Book),1140
Simon &amp; Schuster; 1st edition,,David McCullough,1776,1141
Penguin Press,07/17/11,Lawrence O'Donnell,Playing with Fire: The 1968 Election and the Transformation of American Politics,1142
Henry Holt and Co.; 1 edition,9/13/16,Bill O'Reilly,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),1143
G.P. Putnam's Sons; Reprint edition,05/16/01,Mike Ritland,Team Dog: How to Train Your Dog--the Navy SEAL Way,1144
Dutton Caliber; Reprint edition,2008/9/2,Gregory A. Freeman,The Forgotten 500: The Untold Story of the Men Who Risked All for the Greatest Rescue Mission of World War II,1145
Penguin Books; Translation edition,06/18/03,Witold Szablowski,Dancing Bears: True Stories of People Nostalgic for Life Under Tyranny,1146
Kaplan Publishing,06/18/02,Kaplan Test Prep,AP World History Prep Plus 2018-2019: 3 Practice Tests + Study Plans + Targeted Review & Practice + Online (Kaplan Test Prep),1147
Grand Central Publishing,9/26/17,Meryl Gordon,Bunny Mellon: The Life of an American Style Legend,1148
IVP Books; 1 edition,2012/12/4,E. Randolph Richards,Misreading Scripture with Western Eyes: Removing Cultural Blinders to Better Understand the Bible,1149
Algonquin Books; First Ed First Printing edition,07/17/11,Dan Rather,What Unites Us: Reflections on Patriotism,1150
Penguin Books; Reprint edition,7/30/69,Lucius Annaeus Seneca,Letters from a Stoic (Penguin Classics),1151
CreateSpace Independent Publishing Platform; Annotated edition,8/28/08,Ken Johnson,Ancient Book Of Jasher: Referenced In Joshua 10:13; 2 Samuel 1:18; And 2 Timothy 3:8,1152
Dial Books; First Edition/First Printing edition,05/16/01,Brad Meltzer,"I am Martin Luther King, Jr. (Ordinary People Change the World)",1153
Thomas Nelson,2002/10/6,Ben Young,Devotions For Dating Couples: Building A Foundation For Spiritual Intimacy,1154
St. Martin's Press; 1st Edition edition,10/13/15,Brandon Stanton,Humans of New York : Stories,1155
Dey Street Books,5/23/17,Lizzy Goodman,Meet Me in the Bathroom: Rebirth and Rock and Roll in New York City 2001-2011,1156
Penguin Workshop,2005/9/8,Roberta Edwards,Who Was Leonardo da Vinci?,1157
National Geographic,06/18/03,Jim Dutcher,The Wisdom of Wolves: Lessons From the Sawtooth Pack,1158
Random House,07/17/11,Reza Aslan,God: A Human History,1159
Sentinel; Reprint edition,10/24/17,Brian Kilmeade,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,1160
Houghton Mifflin Harcourt,5/30/17,Graham Allison,Destined for War: Can America and China Escape Thucydides_�s Trap?,1161
Thomas Nelson; Repeat edition,8/29/11,Eric Metaxas,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",1162
IVP Books,9/19/17,Daniel Hill,White Awake: An Honest Look at What It Means to Be White,1163
Harper Perennial; Media Tie In edition,07/17/11,Anthony McCarten,Darkest Hour: How Churchill Brought England Back from the Brink,1164
Penguin Books,1/28/03,Mark Kurlansky,Salt: A World History,1165
Ballantine Books; Reprint edition,5/23/17,Elizabeth Letts,The Perfect Horse: The Daring U.S. Mission to Rescue the Priceless Stallions Kidnapped by the Nazis,1166
Simon &amp; Schuster; Reissue edition,,William L. Shirer,The Rise and Fall of the Third Reich: A History of Nazi Germany,1167
"DK Eyewitness Travel; Reprint, Revised edition",2/21/17,DK Travel,DK Eyewitness Travel Guide: New Orleans,1168
Penguin Books; Reprint edition,04/17/04,Nancy Isenberg,White Trash: The 400-Year Untold History of Class in America,1169
Viking,2/20/18,David Cannadine,"Victorious Century: The United Kingdom, 1800-1906 (The Penguin History of Britain)",1170
Ballantine Books,1/30/18,Catherine Kerrison,"Jefferson's Daughters: Three Sisters, White and Black, in a Young America",1171
Vintage; First Thus edition,7/12/75,Robert A. Caro,The Power Broker: Robert Moses and the Fall of New York,1172
Times Books; Reprint edition,2007/2/6,Stephen Kinzer,Overthrow: America's Century of Regime Change from Hawaii to Iraq,1173
Crown; First Edition edition,10/17/17,Nate Blakeslee,American Wolf: A True Story of Survival and Obsession in the West,1174
W. W. Norton &amp; Company; Reprint edition,,Diane Ackerman,The Zookeeper's Wife: A War Story,1175
"Little, Brown and Company; Box edition",11/20/12,William Manchester,"The Last Lion Box Set: Winston Spencer Churchill, 1874 - 1965",1176
Touchstone; Reprint edition,11/14/03,Denise Kiernan,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,1177
