Publisher,Time,Author,Title
iBooks,01/16/15,Byron Preiss,The Secret
Anchor Books; 1st edition,07/03/12,Erin Morgenstern,The Night Circus
William Morrow; 1st Edition edition,01/01/18,A. J. Finn,The Woman in the Window: The Most Exciting Debut Thriller of the Year
Random House Trade Paperbacks; Reprint edition,05/23/17,Graham Moore,The Last Days of Night: A Novel
Atlantic Monthly Press,04/03/18,Martha Grimes,The Knowledge: A Richard Jury Mystery (Richard Jury Mysteries)
Grosset &amp; Dunlap; English Language edition,02/01/99,Natasha Wing,The Night Before Easter
Del Rey; Reprint edition,05/29/07,Richard K. Morgan,Woken Furies: A Takeshi Kovacs Novel
Gallery/Scout Press; Reprint edition,04/19/16,Ruth Ware,"In a Dark, Dark Wood"
Dell; Reissue edition,06/02/92,Diana Gabaldon,Outlander
"Little, Brown and Company",06/19/18,Elin Hilderbrand,The Perfect Couple
Berkley,02/13/18,Kimmery Martin,The Queen of Hearts
"Tyndale House Publishers, Inc.; Original edition",10/01/09,Francine Rivers,A Lineage of Grace: Five Stories of Unlikely Women Who Changed Eternity
Baen,03/06/18,David Weber,A Call to Vengeance (Manticore Ascendant)
Berkley,03/06/18,Laura Childs,Plum Tea Crazy (A Tea Shop Mystery)
Story Warren Books,12/12/14,S. D. Smith,The Green Ember (The Green Ember Series: Book 1)
Mariner Books,05/01/03,Yann Martel,Life of Pi
Berkley; Reissue edition,09/07/10,Samuel Shem,The House of God
Marian Wood Books/Putnam; 1st Edition edition,08/22/17,Sue Grafton,Y is for Yesterday (A Kinsey Millhone Novel)
Houghton Mifflin Harcourt,12/05/17,Ursula K. Le Guin,No Time to Spare: Thinking About What Matters
Bantam; Reissue edition,05/01/95,Daniel Quinn,Ishmael:A Novel
Harcourt; Reprint edition,10/08/07,William Goldman,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure
CreateSpace Independent Publishing Platform,09/24/16,Bella Forrest,The Gender Game (Volume 1)
Random House Books for Young Readers; 1st edition,10/12/50,Dr. Seuss,If I Ran the Zoo (Classic Seuss)
Weldon Owen; Not for Online ed. edition,12/12/17,Signe Bergstrom,The Art and Making of The Greatest Showman
Scribner; Boxed Set edition,12/06/16,Stephen King,The Dark Tower 8-Book Boxed Set
Del Rey; Reprint edition,07/07/15,Pierce Brown,Golden Son: Book 2 of the Red Rising Saga (Red Rising Series)
Riverhead Books,04/03/18,Meg Wolitzer,The Female Persuasion: A Novel
Knopf,02/27/18,Peter Carey,A Long Way from Home: A novel
Riverhead Books; 1st Edition edition,02/06/18,Sigrid Nunez,The Friend: A Novel
Simon &amp; Schuster; First Edition edition,10/10/17,Alice Hoffman,The Rules of Magic: A Novel (The Practical Magic Series)
St. Martin's Press,04/10/18,Lisa Scottoline,After Anna
Flatiron Books; Reprint edition,01/23/18,Laurie Frankel,This Is How It Always Is: A Novel
Hogarth,07/11/17,Sally Rooney,Conversations with Friends: A Novel
Orbit,08/15/17,N. K. Jemisin,The Stone Sky (The Broken Earth)
Alfred A. Knopf,09/23/23,Kahlil Gibran,The Prophet (A Borzoi Book)
"Little, Brown and Company",11/20/17,James Patterson,The People vs. Alex Cross
Gallery Books,05/22/18,Mary Alice Monroe,Beach House Reunion (The Beach House)
Three Rivers Press,10/04/16,Zachary Auburn,"How to Talk to Your Cat About Gun Safety: And Abstinence, Drugs, Satanism, and Other Dangers That Threaten Their Nine Lives"
Portfolio,10/31/17,Scott Adams,Win Bigly: Persuasion in a World Where Facts Don't Matter
Harper Perennial; Reprint edition,05/02/17,Ann Patchett,Commonwealth: A Novel
Crown Forum,10/03/17,Antonin Scalia,"Scalia Speaks: Reflections on Law, Faith, and Life Well Lived"
Ballantine Books,09/25/12,Michael Crichton,Jurassic Park: A Novel
HarperCollins; Reprint edition,09/28/10,Neil Gaiman,The Graveyard Book
Knopf; 1st Edition edition,10/17/17,Tom Hanks,Uncommon Type: Some Stories
Arthur A. Levine Books; Special Rehearsal Script ed. edition,07/31/16,J.K. Rowling,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script"
HarperTeen,09/05/17,Adam Silvera,They Both Die at the End
Dutton,10/18/16,Nick Offerman,Good Clean Fun: Misadventures in Sawdust at Offerman Woodshop
Anchor,06/01/91,Joseph Campbell,The Power of Myth
Penguin Books; Reprint edition,07/30/13,Jojo Moyes,Me Before You
Random House,01/16/18,Denis Johnson,The Largesse of the Sea Maiden: Stories
Del Rey; Reprint edition,01/30/18,Timothy Zahn,Thrawn (Star Wars)
G.P. Putnam's Sons,03/06/18,Alma Katsu,The Hunger
Grand Central Publishing,06/12/18,Douglas Preston,The Pharaoh Key (Gideon Crew)
Plume; Reissue edition,06/01/86,August Wilson,Fences
Harper Perennial; 1 edition,08/05/14,Roxane Gay,Bad Feminist: Essays
Pamela Dorman Books,08/15/17,Shari Lapena,A Stranger in the House
Anchor; Reprint edition,08/07/12,Stephen King,The Stand
Back Bay Books; Reprint edition,08/12/14,Brad Stone,The Everything Store: Jeff Bezos and the Age of Amazon
Hachette Books,10/08/03,Fred Rogers,The World According to Mister Rogers: Important Things to Remember
Berkley,02/01/63,Ken Kesey,One Flew Over the Cuckoo's Nest
Ballantine Books; Reissue edition,05/27/98,Caleb Carr,The Angel of Darkness
Library of America,02/27/18,Alexander Wolff,Basketball: Great Writing About America's Game (Library of America)
Anchor; Reprint edition,10/17/17,Ali Smith,Autumn: A Novel (Seasonal Quartet)
Vintage; Reprint edition,05/08/07,Toni Morrison,The Bluest Eye (Vintage International)
Vintage; Reprint edition,04/04/17,Stephanie Danler,Sweetbitter
Penguin Books; 1st edition,01/28/03,Sue Monk Kidd,The Secret Life of Bees
Houghton Mifflin Harcourt,03/06/18,Mario Giordano,Auntie Poldi and the Sicilian Lions (An Auntie Poldi Adventure)
Chronicle Books,07/22/14,Jeffrey Brown,Goodnight Darth Vader
DAW; Reprint edition,11/17/15,Patrick Rothfuss,The Slow Regard of Silent Things (Kingkiller Chronicle)
Puffin Books; 15 Book Boxed Set edition,,Roald Dahl,Roald Dahl Collection - 15 Paperback Book Boxed Set
McGraw-Hill; 1st edition,,Neil Rackham,SPIN Selling
Shadow Mountain; Reprint edition,10/01/13,Camron Wright,The Rent Collector
Scribner,10/17/06,Ernest Hemingway,The Sun Also Rises
"Black Dog &amp; Leventhal; Deluxe, Illustrated, Anniversary edition",09/26/17,Edith Hamilton,"Mythology: Timeless Tales of Gods and Heroes, 75th Anniversary Illustrated Edition"
"Farrar, Straus and Giroux; 1 edition",06/14/02,Fyodor Dostoevsky,The Brothers Karamazov
William Morrow Paperbacks; Reprint edition,04/27/94,Scott McCloud,Understanding Comics: The Invisible Art
William Morrow,04/17/18,Christopher Moore,Noir: A Novel
Vintage,03/13/89,Vladimir Nabokov,Lolita
Broadway Books; Reprint edition,07/31/07,Gillian Flynn,Sharp Objects
"Hay House, Inc.",12/06/16,Alex Ortner,Gorilla Thumps and Bear Hugs: A Tapping Solution Children’s Story
Grand Central Publishing,04/10/18,Jeffery Deaver,The Cutting Edge (A Lincoln Rhyme Novel)
Vintage,05/05/92,Cormac McCarthy,Blood Meridian: Or the Evening Redness in the West
Del Rey; Reprint edition,09/27/16,Pierce Brown,Morning Star: Book 3 of the Red Rising Saga (Red Rising Series)
Forever,03/20/18,Jodi Ellen Malpas,With This Man (A This Man Novel)
Mariner Books; Reissue edition,09/18/12,J.R.R. Tolkien,The Fellowship of the Ring: Being the First Part of The Lord of the Rings
Grand Central Publishing,05/07/13,Kelly Williams Brown,Adulting: How to Become a Grown-up in 468 Easy(ish) Steps
Simon &amp; Schuster; Reprint edition,06/03/14,Graeme Simsion,The Rosie Project: A Novel
Washington Square Press; Reprint edition,02/07/17,Fredrik Backman,Britt-Marie Was Here: A Novel
Atria Books,06/05/18,Fredrik Backman,Us Against You: A Novel (Beartown)
St. Martin's Griffin; Reprint edition,09/29/05,Gregory David Roberts,Shantaram: A Novel
Riverhead Books; Reprint edition,07/12/16,Paula Hawkins,The Girl on the Train
Hogarth; Reprint edition,03/06/18,John Boyne,The Heart's Invisible Furies: A Novel
William Morrow Paperbacks,02/06/18,Janet Beard,The Atomic City Girls: A Novel
Penguin; Slp edition,10/28/10,Roald Dahl,"Roald Dahl Magical Gift Set (4 Books): Charlie and the Chocolate Factory, James and the Giant Peach, Fantastic Mr. Fox, Charlie and the Great Glass Elevator"
Broadway Books; Reprint edition,04/22/14,Gillian Flynn,Gone Girl
Insight Editions,10/18/16,Chelsea Monroe-Cassel,World of Warcraft: The Official Cookbook
"Little, Brown and Company and Knopf",06/04/18,Bill Clinton,The President Is Missing
Scribner; Reprint edition,11/01/05,Richard Adams,Watership Down: A Novel
MCD; Reprint edition,02/27/18,Jeff VanderMeer,Borne: A Novel
Harper Voyager,09/18/18,R. A. Salvatore,Timeless: A Drizzt Novel
Vintage,01/03/06,Haruki Murakami,Kafka on the Shore
Gallery Books; Paperback Edition edition,07/24/12,Stephen King,11/22/63: A Novel
Simon &amp; Schuster; 1st Edition edition,09/19/17,Nelson DeMille,The Cuban Affair: A Novel
G.P. Putnam's Sons,05/29/18,Clive Cussler,The Gray Ghost (A Sam and Remi Fargo Adventure)
William Morrow; First Edition edition,08/08/17,Karin Slaughter,The Good Daughter: A Novel
Vintage Books; Reprint edition,06/28/99,John Berendt,Midnight in the Garden of Good and Evil: A Savannah Story
Bantam,10/09/18,Dean Koontz,The Forbidden Door: A Jane Hawk Novel
Grand Central Publishing; Reprint edition,08/01/17,Nicholas Sparks,Two by Two
Andrews McMeel Publishing; 3 edition,05/01/12,Thomas Hill,"What to Expect When Your Wife Is Expanding: A Reassuring Month-by-Month Guide for the Father-to-Be, Whether He Wants Advice or Not(3rd Edition)"
Mariner Books; 1 edition,10/04/99,Thomas Merton,The Seven Storey Mountain
Harper,04/03/18,Anne Hillerman,"Cave of Bones (A Leaphorn, Chee & Manuelito Novel)"
Delacorte Press,05/15/18,Danielle Steel,The Cast: A Novel
Atria Books,08/02/16,Colleen Hoover,It Ends with Us: A Novel
G.P. Putnam's Sons; First Edition edition,09/19/17,Jan Karon,To Be Where You Are (A Mitford Novel)
St. Martin's Press; First Edition: December 2017 edition,12/05/17,Nora Roberts,"Year One: Chronicles of the One, Book 1"
Waterhouse Press,12/26/17,Helen Hardt,Twisted (Steel Brothers Saga Book 8)
Penguin Books; 1 edition,09/21/06,Amy Tan,The Joy Luck Club: A Novel
Soho Press; Special edition,01/30/18,Delores Phillips,The Darkest Child
New Directions; unknown edition,,Tennessee Williams,A Streetcar Named Desire (New Directions Paperbook)
Andrews McMeel Publishing,01/09/18,Lang Leav,Sea of Strangers
Orbit,03/14/17,Andrzej Sapkowski,The Lady of the Lake (The Witcher)
G.P. Putnam's Sons,02/06/18,Alex Berenson,The Deceivers (A John Wells Novel)
Pantheon,02/13/18,Ben Dolnick,The Ghost Notebooks: A Novel
Atria/Keywords Press,09/19/17,Gabbie Hanna,Adultolescence
Penguin Books,,Carlos Ruiz Zafón,The Shadow of the Wind
Bloomsbury USA,02/13/18,Isaac Butler,The World Only Spins Forward: The Ascent of Angels in America
Harper Paperbacks; Reprint edition,02/27/18,Daniel Silva,House of Spies: A Novel (Gabriel Allon)
Anchor; Reprint edition,10/13/97,Margaret Atwood,Alias Grace: A Novel
Random House Trade Paperbacks; Reprint edition,12/16/08,Arundhati Roy,The God of Small Things: A Novel
Mariner Books; 1 edition,05/01/05,Daniel Keyes,Flowers for Algernon
W. W. Norton,10/17/05,Chuck Palahniuk,Fight Club: A Novel
G.P. Putnam's Sons,02/06/18,Tom Sweterlitsch,The Gone World
Puffin Books; Reprint edition,08/16/07,Roald Dahl,James and the Giant Peach
Games Workshop,03/06/18,Dan Abnett,The Magos (Eisenhorn)
Vintage; Reprint edition,04/17/12,E L James,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition)
Atria/Keywords Press,07/19/16,Shane Dawson,It Gets Worse: A Collection of Essays
"Houghton Mifflin Harcourt; Reprint, Illustrated edition",10/01/13,J.R.R. Tolkien,The Hobbit: Illustrated Edition
Simon &amp; Schuster; 1 edition,07/01/03,William Shakespeare,Macbeth (Folger Shakespeare Library)
CreateSpace Independent Publishing Platform; 1st edition,03/03/18,Joanne DeMaio,Beach Bliss
Orbit,08/16/16,N. K. Jemisin,The Obelisk Gate (The Broken Earth)
Crossing Press; Reprint edition,08/01/07,Audre Lorde,Sister Outsider: Essays and Speeches (Crossing Press Feminist Series)
Harper Perennial Modern Classics; Reissue edition,06/10/08,Barbara Kingsolver,The Poisonwood Bible: A Novel
Touchstone,03/06/18,Nova Jacobs,The Last Equation of Isaac Severy: A Novel in Clues
Scribner,09/30/03,John Knowles,A Separate Peace
Broadway Books; Reprint edition,03/22/16,Nina George,The Little Paris Bookshop: A Novel
Harper Perennial; 1 edition,05/30/06,Liane Moriarty,The Last Anniversary: A Novel
Random House,03/20/18,Anna Quindlen,Alternate Side: A Novel
Atria/Keywords Press,03/10/15,Shane Dawson,I Hate Myselfie: A Collection of Essays by Shane Dawson
Dell; Reprint edition,01/02/18,Lee Child,No Middle Name: The Complete Collected Jack Reacher Short Stories
Grand Central Publishing; Reprint edition,10/24/17,James Patterson,The Black Book
Tor Books; Reprint edition,03/13/18,V. E. Schwab,A Conjuring of Light: A Novel (Shades of Magic)
Grand Central Publishing; Reprint edition,01/23/18,Michael Connelly,The Late Show
Vision; Reprint edition,05/30/17,Nicholas Sparks,See Me
Ballantine Books,06/26/18,Emily Giffin,All We Ever Wanted: A Novel
Tor Fantasy,03/03/15,Brandon Sanderson,Words of Radiance: Book Two of the Stormlight Archive
St. Martin's Griffin; Reprint edition,01/06/09,Kristin Hannah,Firefly Lane: A Novel
Harper Perennial Modern Classics,05/30/06,Betty Smith,A Tree Grows in Brooklyn (Modern Classics)
Vintage; 2nd edition,05/12/98,Hunter S. Thompson,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream
Knopf,02/06/18,Rhiannon Navin,Only Child: A novel
Button Poetry,04/01/15,Neil Hilborn,Our Numbered Days
Random House; First Edition edition,11/21/17,Elizabeth Berg,The Story of Arthur Truluv: A Novel
Forge Books; Reprint edition,10/31/17,William R. Forstchen,The Final Day: A John Matherson Novel
William Morrow,02/06/18,Charles Todd,The Gate Keeper: An Inspector Ian Rutledge Mystery (Inspector Ian Rutledge Mysteries)
Vintage; Reprint edition,04/17/12,E. L. James,Fifty Shades Darker
CreateSpace Independent Publishing Platform,01/17/13,Dmitry Glukhovsky,Metro 2033: First U.S. English edition (METRO by Dmitry Glukhovsky)
Andrews McMeel Publishing,04/10/18,r.h. Sin,She Felt Like Feeling Nothing
"Farrar, Straus and Giroux; 1st edition",09/19/17,Alice McDermott,The Ninth Hour: A Novel
Berkley,02/06/18,Susan Meissner,As Bright as Heaven
Image Comics; Deluxe Edition edition,11/25/14,Brian K Vaughan,Saga Book One
Vintage; Reprint edition,12/02/08,Leo Tolstoy,War and Peace (Vintage Classics)
Penguin Books; Reprint edition,07/19/16,Jojo Moyes,After You: A Novel
Penguin Books; Reprint edition,06/14/16,Aziz Ansari,Modern Romance
Frontline,01/03/12,Jonathan Cahn,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future
Urban Books,01/30/18,Carl Weber,The Family Business 4: A Family Business Novel
Chronicle Books; First Printing edition,08/15/12,Francesco Marciuliano,I Could Pee on This: And Other Poems by Cats
Vintage; Reprint edition,06/08/04,Toni Morrison,Song of Solomon
Anchor; 1 edition,03/22/11,Jennifer Egan,A Visit from the Goon Squad
CreateSpace Independent Publishing Platform,11/24/17,W.E.B. Du Bois,The Souls of Black Folk
William Morrow Paperbacks,09/05/06,Daphne Du Maurier,Rebecca
Orbit,05/17/16,Andrzej Sapkowski,The Tower of Swallows (The Witcher)
"Farrar, Straus and Giroux; Reissue edition",10/28/08,Joan Didion,Slouching Towards Bethlehem: Essays (FSG Classics)
"Little, Brown and Company; 1st edition",01/16/18,Leni Zumas,Red Clocks: A Novel
St. Martin's Press,05/08/18,Mary Kay Andrews,The High Tide Club: A Novel
Vintage; Reissue edition,12/01/92,James Baldwin,The Fire Next Time
"Simon &amp; Schuster; Anniversary, Updated edition",06/15/10,Larry McMurtry,Lonesome Dove: A Novel
Pocket Star,02/01/06,Sister Souljah,The Coldest Winter Ever
Dover Publications; Reprint edition,08/22/01,Fyodor Dostoyevsky,Crime and Punishment
Hogarth,04/10/18,Jo Nesbo,Macbeth (Hogarth Shakespeare)
Dial Press Trade Paperback; Reprint edition,07/11/17,Sophie Kinsella,My Not So Perfect Life: A Novel
CreateSpace Independent Publishing Platform,09/29/16,Michael Williams,"Buddhism: Beginner’s Guide to Understanding & Practicing Buddhism to Become Stress and Anxiety Free (Buddhism, Mindfulness, Meditation, Buddhism For Beginners)"
Knopf,10/02/18,Anne Rice,Blood Communion: A Tale of Prince Lestat (Vampire Chronicles)
Hogarth,04/10/18,Jo Nesbo,Macbeth (Hogarth Shakespeare)
Thomas &amp; Mercer,02/01/18,Christopher Rice,Bone Music (The Burning Girl Series)
Berkley,02/06/18,Chanel Cleeton,Next Year in Havana
Knopf,02/06/18,Martin Amis,"The Rub of Time: Bellow, Nabokov, Hitchens, Travolta, Trump: Essays and Reportage, 1994-2017"
Chronicle Books; Deluxe edition,08/12/14,Daniel Wallace,Star Wars®: The Jedi Path and Book of Sith Deluxe Box Set
"Little, Brown Books for Young Readers; 1 edition",01/01/02,Wendy Ewald,The Best Part of Me: Children Talk About their Bodies in Pictures and Words
Pocket Star,02/01/06,Sister Souljah,The Coldest Winter Ever
Bantam; 1st edition,10/06/15,George R. R. Martin,A Knight of the Seven Kingdoms (A Song of Ice and Fire)
Harper Perennial Modern Classics,07/28/09,Aldous Huxley,The Doors of Perception and Heaven and Hell
Penguin Classics; Reissue edition,05/27/03,Robin Buss,The Count of Monte Cristo (Penguin Classics)
Tor Books; F First Edition edition,10/17/17,Brandon Sanderson,Edgedancer: From the Stormlight Archive
HQN,12/26/17,Kristan Higgins,Now That You Mention It: A Novel
Simon &amp; Schuster Books for Young Readers,09/16/08,Sean Covey,The 7 Habits of Happy Kids
W. W. Norton &amp; Company,01/23/18,Dara Horn,Eternal Life: A Novel
Grand Central Publishing; 1st Edition edition,11/14/17,David Baldacci,End Game (Will Robie Series)
Scribner; Reprint edition,03/29/16,Stephen King,Different Seasons: Four Novellas
Broadway Books; Reprint edition,09/05/17,Jennifer Ryan,The Chilbury Ladies' Choir: A Novel
Broadway Books; Reprint edition,05/04/10,Gillian Flynn,Dark Places
"Hill and Wang; First PB Edition, First Printing edition",04/15/08,Elie Wiesel,"The Night Trilogy: Night, Dawn, Day"
Bantam; Reprint edition,10/29/13,George R. R. Martin,A Dance with Dragons (A Song of Ice and Fire)
Grand Central Publishing; Reprint edition,01/01/11,Edith Hamilton,Mythology: Timeless Tales of Gods and Heroes
